"Order";"Level";"Code";"Parent";"Description";"This_item_includes";"This_item_also_includes";"Rulings";"This_item_excludes";"Reference_to_ISIC_Rev._4"
398657;4;"16.29";"16.2";"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials";"This class includes:
- manufacture of various wood products:
  . wooden handles and bodies for tools, brooms, brushes
  . wooden boot or shoe lasts and trees, clothes hangers
  . household utensils and kitchenware of wood
  . wooden statuettes and ornaments, wood marquetry, inlaid wood
  . wooden cases for jewellery, cutlery and similar articles
  . wooden spools, cops, bobbins, sewing thread reels and similar articles of turned wood
  . other articles of wood
- natural cork processing, manufacture of agglomerated cork
- manufacture of articles of natural or agglomerated cork, including floor coverings
- manufacture of plaits and products of plaiting materials: mats, matting, screens, cases etc.
- manufacture of basket-ware and wickerwork
- manufacture of fire logs and pellets for energy, made of pressed wood or substitute materials like coffee or soybean grounds
- manufacture of wooden mirror and picture frames
- manufacture of frames for artists' canvases
- manufacture of wooden shoe parts (e.g. heels and lasts)
- manufacture of handles for umbrellas, canes and similar
- manufacture of blocks for the manufacture of smoking pipes";"";"";"This class excludes:
- manufacture of mats or matting of textile materials, see 13.92
- manufacture of luggage, see 15.12
- manufacture of wooden footwear, see 15.20
- manufacture of matches, see 20.51
- manufacture of clock cases, see 26.52
- manufacture of wooden spools and bobbins that are part of textile machinery, see 28.94
- manufacture of furniture, see 31.0
- manufacture of wooden toys, see 32.40
- manufacture of brushes and brooms, see 32.91
- manufacture of coffins, see 32.99
- manufacture of cork life preservers, see 32.99";"1629"
398658;2;"17";"C";"Manufacture of paper and paper products";"This division includes the manufacture of pulp, paper and converted paper products. The manufacture of these products is grouped together because they constitute a series of vertically connected processes. More than one activity is often carried out in a single unit. 

There are essentially three activities: The manufacture of pulp involves separating the cellulose fibres from other matter in wood, or dissolving and de-inking of used paper, and mixing in small amounts of reagents to reinforce the binding of the fibres. The manufacture of paper involves releasing pulp onto a moving wire mesh so as to form a continuous sheet. Converted paper products are made from paper and other materials by various techniques. 

The paper articles may be printed (e.g. wallpaper, gift wrap etc.), as long as the printing of information is not the main purpose.

The production of pulp, paper and paperboard in bulk is included in group 17.1, while the remaining classes include the production of further-processed paper and paper products.";"";"";"";"17"
398659;3;"17.1";"17";"Manufacture of pulp, paper and paperboard";"";"";"";"";"170"
398660;4;"17.11";"17.1";"Manufacture of pulp";"This class includes:
- manufacture of bleached, semi-bleached or unbleached paper pulp by mechanical, chemical (dissolving or non-dissolving) or semi-chemical processes
- manufacture of cotton-linters pulp
- removal of ink and manufacture of pulp from waste paper";"";"";"";"1701"
398661;4;"17.12";"17.1";"Manufacture of paper and paperboard";"This class includes:
- manufacture of paper and paperboard intended for further industrial processing";"This class also includes:
- further processing of paper and paperboard:
  . coating, covering and impregnation of paper and paperboard
  . manufacture of crêped or crinkled paper
  . manufacture of laminates and foils, if laminated with paper or paperboard
- manufacture of handmade paper
- manufacture of newsprint and other printing or writing paper
- manufacture of cellulose wadding and webs of cellulose fibres
- manufacture of carbon paper or stencil paper in rolls or large sheets";"";"This class excludes:
- manufacture of corrugated paper and paperboard, see 17.21
- manufacture of further-processed articles of paper, paperboard or pulp, see 17.22, 17.23, 17.24, 17.29
- manufacture of coated or impregnated paper, where the coating or impregnant is the main ingredient, see class in which the manufacture of the coating or impregnant is classified
- manufacture of abrasive paper, see 23.91";"1701"
398662;3;"17.2";"17";"Manufacture of articles of paper and paperboard ";"";"";"";"";"170"
398663;4;"17.21";"17.2";"Manufacture of corrugated paper and paperboard and of containers of paper and paperboard";"This class includes:
- manufacture of corrugated paper and paperboard
- manufacture of containers of corrugated paper or paperboard
- manufacture of folding paperboard containers
- manufacture of containers of solid board
- manufacture of other containers of paper and paperboard
- manufacture of sacks and bags of paper
- manufacture of office box files and similar articles";"";"";"This class excludes:
- manufacture of envelopes, see 17.23
- manufacture of moulded or pressed articles of paper pulp (e.g. boxes for packing eggs, moulded pulp paper plates), see 17.29";"1702"
398664;4;"17.22";"17.2";"Manufacture of household and sanitary goods and of toilet requisites";"This class includes:
- manufacture of household and personal hygiene paper and cellulose wadding products:
  . cleansing tissues
  . handkerchiefs, towels, serviettes
  . toilet paper
  . sanitary towels and tampons, napkins and napkin liners for babies
  . cups, dishes and trays
- manufacture of textile wadding and articles of wadding: sanitary towels, tampons etc.";"";"";"This class excludes:
- manufacture of cellulose wadding, see 17.12";"1709"
398665;4;"17.23";"17.2";"Manufacture of paper stationery";"This class includes:
- manufacture of printing and writing paper ready for use
- manufacture of computer printout paper ready for use
- manufacture of self-copy paper ready for use
- manufacture of duplicator stencils and carbon paper ready for use
- manufacture of gummed or adhesive paper ready for use
- manufacture of envelopes and letter-cards
- manufacture of educational and commercial stationery (notebooks, binders, registers, accounting books, business forms etc.), when the printed information is not the main characteristic
- manufacture of boxes, pouches, wallets and writing compendiums containing an assortment of paper stationery";"";"";"This class excludes:
- printing on paper products, see 18.1";"1709"
398666;4;"17.24";"17.2";"Manufacture of wallpaper";"This class includes:
- manufacture of wallpaper and similar wall coverings, including vinyl-coated and textile wallpaper";"";"";"This class excludes:
- manufacture of paper or paperboard in bulk, see 17.12
- manufacture of plastic wallpaper, see 22.29";"1709"
398667;4;"17.29";"17.2";"Manufacture of other articles of paper and paperboard";"This class includes:
- manufacture of labels
- manufacture of filter paper and paperboard
- manufacture of paper and paperboard bobbins, spools, cops etc.
- manufacture of egg trays and other moulded pulp packaging products etc.
- manufacture of paper novelties
- manufacture of paper or paperboard cards for use on Jacquard machines";"";"";"This class excludes:
- manufacture of playing cards, see 32.40
- manufacture of games and toys of paper or paperboard, see 32.40";"1709"
398668;2;"18";"C";"Printing and reproduction of recorded media";"This division includes printing of products, such as newspapers, books, periodicals, business forms, greeting cards, and other materials, and associated support activities, such as bookbinding, plate-making services, and data imaging. The support activities included here are an integral part of the printing industry, and a product (a printing plate, a bound book, or a computer disk or file) that is an integral part of the printing industry is almost always provided by these operations.

Processes used in printing include a variety of methods for transferring an image from a plate, screen or computer file to a medium, such as paper, plastics, metal, textile articles, or wood. The most prominent of these methods entails the transfer of the image from a plate or screen to the medium through lithographic, gravure, screen or flexographic printing. Often a computer file is used to directly ''drive'' the printing mechanism to create the image or electrostatic and other types of equipment (digital or non-impact printing).

Though printing and publishing can be carried out by the same unit (a newspaper, for example), it is less and less the case that these distinct activities are carried out in the same physical location.";"This division also includes the reproduction of recorded media, such as compact discs, video recordings, software on discs or tapes, records etc.";"";"This division excludes publishing activities (see section J).";"18"
398669;3;"18.1";"18";"Printing and service activities related to printing";"This group includes printing of products, such as newspapers, books, periodicals, business forms, greeting cards, and other materials, and associated support activities, such as bookbinding, plate-making services, and data imaging. Printing can be done using various techniques and on different materials.";"";"";"";"181"
